order_number;line_number;date;reseller;country;product;qty;unit_price
100419;3;01.01.2021;AW00029892;poland;BK-R50B-52;6;419,4589
100419;4;01.01.2021;AW00029892;poland;BK-R93R-62;2;2146,962
100419;5;01.01.2021;AW00029892;poland;BK-R93R-56;2;2146,962
100419;6;01.01.2021;AW00029892;poland;BK-R50B-48;2;419,4589
100419;7;01.01.2021;AW00029892;poland;BK-R68R-60;2;874,794
100419;8;01.01.2021;AW00029892;poland;BK-R50B-58;2;419,4589
100419;9;01.01.2021;AW00029892;poland;BK-R50B-62;2;419,4589
100419;10;01.01.2021;AW00029892;poland;BK-R93R-48;2;2146,962
100419;11;01.01.2021;AW00029892;poland;BK-R68R-44;10;874,794
100419;12;01.01.2021;AW00029892;poland;BK-R50R-58;8;419,4589
100419;13;01.01.2021;AW00029892;poland;BK-R50R-62;2;419,4589
100419;14;01.01.2021;AW00029892;poland;LJ-0192-L;2;28,8404
100419;15;01.01.2021;AW00029892;poland;BK-R50R-44;2;419,4589
100419;16;01.01.2021;AW00029892;poland;BK-R93R-52;6;2146,962
100419;17;01.01.2021;AW00029892;poland;BK-R50B-60;4;419,4589
100420;1;01.01.2021;AW00029988;poland;FR-R38R-62;2;183,9382
100420;2;01.01.2021;AW00029988;poland;BK-R50R-62;4;419,4589
100421;1;01.01.2021;AW00029946;poland;BK-R68R-52;4;874,794
100421;2;01.01.2021;AW00029946;poland;BK-R50R-62;4;419,4589
100421;3;01.01.2021;AW00029946;poland;BK-R50R-52;6;419,4589
100421;4;01.01.2021;AW00029946;poland;FR-R38B-52;2;178,5808
100421;5;01.01.2021;AW00029946;poland;BK-R93R-56;2;2146,962
100421;6;01.01.2021;AW00029946;poland;BK-R50R-60;8;419,4589
100421;7;01.01.2021;AW00029946;poland;BK-R68R-60;2;874,794
100421;8;01.01.2021;AW00029946;poland;BK-R50R-44;4;419,4589
100421;9;01.01.2021;AW00029946;poland;BK-R50R-48;4;419,4589
100421;10;01.01.2021;AW00029946;poland;BK-R50B-58;2;419,4589
100421;11;01.01.2021;AW00029946;poland;FR-R38R-44;2;183,9382
100421;12;01.01.2021;AW00029946;poland;BK-R68R-44;4;874,794
100422;1;01.01.2021;AW00029554;poland;BK-R50R-44;2;419,4589
100422;2;01.01.2021;AW00029554;poland;BK-R68R-52;2;874,794
100422;3;01.01.2021;AW00029554;poland;BK-R50B-52;2;419,4589
100423;1;01.01.2021;AW00029680;poland;BK-M82S-48;2;2039,994
100423;2;01.01.2021;AW00029680;poland;BK-M82B-48;2;2024,994
100423;3;01.01.2021;AW00029680;poland;BK-M82S-42;4;2039,994
100423;4;01.01.2021;AW00029680;poland;SO-B909-M;4;5,7
100424;1;01.01.2021;AW00029773;poland;BK-R50R-58;2;419,4589
100424;2;01.01.2021;AW00029773;poland;BK-R68R-52;6;874,794
100424;3;01.01.2021;AW00029773;poland;BK-R93R-44;4;2146,962
100424;4;01.01.2021;AW00029773;poland;BK-R68R-58;2;874,794
100424;5;01.01.2021;AW00029773;poland;BK-R50R-48;8;419,4589
100424;6;01.01.2021;AW00029773;poland;HL-U509-B;2;20,1865
100424;7;01.01.2021;AW00029773;poland;BK-R50R-62;2;419,4589
100424;8;01.01.2021;AW00029773;poland;BK-R68R-48;4;874,794
100424;9;01.01.2021;AW00029773;poland;BK-R50B-44;2;419,4589
100424;10;01.01.2021;AW00029773;poland;BK-R50B-48;2;419,4589
100424;11;01.01.2021;AW00029773;poland;BK-R93R-56;4;2146,962
100424;12;01.01.2021;AW00029773;poland;BK-R68R-60;2;874,794
100424;13;01.01.2021;AW00029773;poland;BK-R50R-44;2;419,4589
100424;14;01.01.2021;AW00029773;poland;BK-R50B-60;8;419,4589
100424;15;01.01.2021;AW00029773;poland;HL-U509;2;20,1865
100424;16;01.01.2021;AW00029773;poland;BK-R93R-52;4;2146,962
100424;17;01.01.2021;AW00029773;poland;BK-R93R-48;2;2146,962
100424;18;01.01.2021;AW00029773;poland;BK-R68R-44;4;874,794
100425;1;01.01.2021;AW00030074;poland;BK-R50R-48;4;419,4589
100425;2;01.01.2021;AW00030074;poland;BK-R68R-44;2;874,794
100425;3;01.01.2021;AW00030074;poland;BK-R50R-60;2;419,4589
100425;4;01.01.2021;AW00030074;poland;BK-R68R-48;2;874,794
100425;5;01.01.2021;AW00030074;poland;BK-R93R-44;2;2146,962
100425;6;01.01.2021;AW00030074;poland;BK-R68R-52;2;874,794
100425;7;01.01.2021;AW00030074;poland;BK-R50B-62;8;419,4589
100425;8;01.01.2021;AW00030074;poland;BK-R68R-58;6;874,794
100425;9;01.01.2021;AW00030074;poland;BK-R50B-52;2;419,4589
100425;10;01.01.2021;AW00030074;poland;BK-R93R-48;4;2146,962
100425;11;01.01.2021;AW00030074;poland;CA-1098;2;5,1865
100425;12;01.01.2021;AW00030074;poland;BK-R93R-62;4;2146,962
100425;13;01.01.2021;AW00030074;poland;BK-R93R-52;2;2146,962
100425;14;01.01.2021;AW00030074;poland;BK-R68R-60;2;874,794
100425;15;01.01.2021;AW00030074;poland;BK-R50B-44;4;419,4589
100425;16;01.01.2021;AW00030074;poland;BK-R93R-56;4;2146,962
100425;17;01.01.2021;AW00030074;poland;BK-R50R-52;10;419,4589
100425;18;01.01.2021;AW00030074;poland;BK-R50B-48;2;419,4589
100426;1;01.01.2021;AW00029961;poland;BK-R50B-44;2;419,4589
100426;2;01.01.2021;AW00029961;poland;BK-R50B-60;2;419,4589
100426;3;01.01.2021;AW00029961;poland;BK-R50R-62;8;419,4589
100426;4;01.01.2021;AW00029961;poland;BK-R68R-52;8;874,794
100426;5;01.01.2021;AW00029961;poland;BK-R68R-44;2;874,794
100426;6;01.01.2021;AW00029961;poland;BK-R68R-58;4;874,794
100426;7;01.01.2021;AW00029961;poland;BK-R50R-48;4;419,4589
100426;8;01.01.2021;AW00029961;poland;FR-R72R-48;2;356,898
100426;9;01.01.2021;AW00029961;poland;BK-R93R-56;2;2146,962
100426;10;01.01.2021;AW00029961;poland;BK-R50R-60;12;419,4589
100426;11;01.01.2021;AW00029961;poland;BK-R50R-52;2;419,4589
100427;1;01.01.2021;AW00029865;poland;BK-R68R-58;2;874,794
100427;2;01.01.2021;AW00029865;poland;BK-R50R-62;4;419,4589
100427;3;01.01.2021;AW00029865;poland;BK-R50B-52;4;419,4589
100427;4;01.01.2021;AW00029865;poland;BK-R68R-52;2;874,794
100427;5;01.01.2021;AW00029865;poland;BK-R50R-60;2;419,4589
100428;1;01.01.2021;AW00029764;poland;BK-R50B-58;2;419,4589
100429;1;01.01.2021;AW00029749;poland;FR-R72R-48;2;356,898
100429;2;01.01.2021;AW00029749;poland;BK-R50B-52;4;419,4589
100429;3;01.01.2021;AW00029749;poland;BK-R50R-60;12;419,4589
100429;4;01.01.2021;AW00029749;poland;HL-U509-R;4;20,1865
100429;5;01.01.2021;AW00029749;poland;BK-R50B-58;4;419,4589
100429;6;01.01.2021;AW00029749;poland;BK-R68R-44;2;874,794
100429;7;01.01.2021;AW00029749;poland;BK-R93R-56;2;2146,962
100429;8;01.01.2021;AW00029749;poland;HL-U509;2;20,1865
100429;9;01.01.2021;AW00029749;poland;BK-R68R-60;2;874,794
100429;10;01.01.2021;AW00029749;poland;HL-U509-B;8;20,1865
100429;11;01.01.2021;AW00029749;poland;BK-R50B-60;4;419,4589
100429;12;01.01.2021;AW00029749;poland;BK-R50B-44;2;419,4589
100429;13;01.01.2021;AW00029749;poland;FR-R38R-48;4;183,9382
100429;14;01.01.2021;AW00029749;poland;BK-R68R-52;4;874,794
100429;15;01.01.2021;AW00029749;poland;LJ-0192-X;10;28,8404
100429;16;01.01.2021;AW00029749;poland;BK-R50R-62;8;419,4589
100429;17;01.01.2021;AW00029749;poland;BK-R50R-44;16;419,4589
100429;18;01.01.2021;AW00029749;poland;CA-1098;12;5,1865
100429;19;01.01.2021;AW00029749;poland;FR-R38B-58;4;178,5808
100429;20;01.01.2021;AW00029749;poland;BK-R50R-52;6;419,4589
100429;21;01.01.2021;AW00029749;poland;BK-R50R-48;16;419,4589
100429;22;01.01.2021;AW00029749;poland;BK-R93R-62;4;2146,962
100429;23;01.01.2021;AW00029749;poland;FR-R38B-52;2;178,5808
100429;24;01.01.2021;AW00029749;poland;FR-R38R-60;4;183,9382
100429;25;01.01.2021;AW00029749;poland;LJ-0192-M;4;28,8404
100429;26;01.01.2021;AW00029749;poland;LJ-0192-L;6;28,8404
100429;27;01.01.2021;AW00029749;poland;BK-R68R-58;6;874,794
100430;1;01.01.2021;AW00029945;poland;BK-M82S-38;12;2039,994
100430;2;01.01.2021;AW00029945;poland;BK-M82B-48;4;2024,994
100430;3;01.01.2021;AW00029945;poland;FR-M94B-48;4;809,76
100430;4;01.01.2021;AW00029945;poland;SO-B909-M;4;5,7
100430;5;01.01.2021;AW00029945;poland;BK-M82S-48;2;2039,994
100430;6;01.01.2021;AW00029945;poland;BK-M82B-38;8;2024,994
100430;7;01.01.2021;AW00029945;poland;BK-M82B-44;8;2024,994
100430;8;01.01.2021;AW00029945;poland;FR-M94S-46;4;722,5949
100430;9;01.01.2021;AW00029945;poland;FR-M94B-38;6;714,7043
100431;1;01.01.2021;AW00030056;poland;SO-B909-M;4;5,7
100431;2;01.01.2021;AW00030056;poland;BK-M82S-42;6;2039,994
100431;3;01.01.2021;AW00030056;poland;FR-M94B-42;2;714,7043
100431;4;01.01.2021;AW00030056;poland;BK-M82B-38;4;2024,994
100431;5;01.01.2021;AW00030056;poland;BK-M82B-42;12;2024,994
100431;6;01.01.2021;AW00030056;poland;BK-M82S-38;4;2039,994
100431;7;01.01.2021;AW00030056;poland;FR-M94S-52;2;818,7
100431;8;01.01.2021;AW00030056;poland;BK-M82S-44;4;2039,994
100431;9;01.01.2021;AW00030056;poland;FR-M94S-38;4;722,5949
100432;1;01.01.2021;AW00030117;poland;BK-R50B-62;12;419,4589
100432;2;01.01.2021;AW00030117;poland;BK-R50R-48;2;419,4589
100432;3;01.01.2021;AW00030117;poland;BK-R93R-56;4;2146,962
100432;4;01.01.2021;AW00030117;poland;BK-R68R-60;6;874,794
100432;5;01.01.2021;AW00030117;poland;BK-R50R-58;2;419,4589
100432;6;01.01.2021;AW00030117;poland;BK-R93R-52;4;2146,962
100432;7;01.01.2021;AW00030117;poland;BK-R68R-58;6;874,794
100432;8;01.01.2021;AW00030117;poland;BK-R50R-60;6;419,4589
100432;9;01.01.2021;AW00030117;poland;BK-R50R-52;2;419,4589
100432;10;01.01.2021;AW00030117;poland;BK-R50R-62;6;419,4589
100432;11;01.01.2021;AW00030117;poland;BK-R50B-58;8;419,4589
100432;12;01.01.2021;AW00030117;poland;BK-R50R-44;10;419,4589
100432;13;01.01.2021;AW00030117;poland;BK-R93R-44;6;2146,962
100432;14;01.01.2021;AW00030117;poland;BK-R68R-52;4;874,794
100432;15;01.01.2021;AW00030117;poland;BK-R93R-48;8;2146,962
100432;16;01.01.2021;AW00030117;poland;CA-1098;2;5,1865
100432;17;01.01.2021;AW00030117;poland;BK-R50B-52;8;419,4589
100432;18;01.01.2021;AW00030117;poland;BK-R50B-44;2;419,4589
100432;19;01.01.2021;AW00030117;poland;BK-R50B-60;2;419,4589
100432;20;01.01.2021;AW00030117;poland;BK-R68R-44;8;874,794
100432;21;01.01.2021;AW00030117;poland;BK-R93R-62;4;2146,962
100432;22;01.01.2021;AW00030117;poland;BK-R68R-48;8;874,794
100432;23;01.01.2021;AW00030117;poland;LJ-0192-L;4;28,8404
100433;1;01.01.2021;AW00029728;poland;LJ-0192-X;2;28,8404
100434;1;01.01.2021;AW00030042;poland;BK-R50R-48;4;419,4589
100434;2;01.01.2021;AW00030042;poland;BK-R50R-60;4;419,4589
100435;1;01.01.2021;AW00030107;poland;BK-M82S-48;6;2039,994
100435;2;01.01.2021;AW00030107;poland;FR-M94S-52;4;818,7
100435;3;01.01.2021;AW00030107;poland;BK-M82S-38;6;2039,994
100435;4;01.01.2021;AW00030107;poland;BK-M82B-38;12;2024,994
100435;5;01.01.2021;AW00030107;poland;FR-M94B-42;4;714,7043
100435;6;01.01.2021;AW00030107;poland;BK-M82S-42;4;2039,994
100435;7;01.01.2021;AW00030107;poland;BK-M82B-48;2;2024,994
100435;8;01.01.2021;AW00030107;poland;FR-M94S-38;2;722,5949
100436;1;01.01.2021;AW00029571;poland;BK-M82B-38;2;2024,994
100436;2;01.01.2021;AW00029571;poland;BK-M82S-42;2;2039,994
100436;3;01.01.2021;AW00029571;poland;BK-M82S-48;2;2039,994
100436;4;01.01.2021;AW00029571;poland;BK-M82S-44;2;2039,994
100436;5;01.01.2021;AW00029571;poland;BK-M82B-44;4;2024,994
100436;6;01.01.2021;AW00029571;poland;BK-M82S-38;4;2039,994
100436;7;01.01.2021;AW00029571;poland;SO-B909-M;8;5,7
100437;1;01.01.2021;AW00029582;poland;HL-U509-B;6;20,1865
100437;2;01.01.2021;AW00029582;poland;LJ-0192-M;2;28,8404
100437;3;01.01.2021;AW00029582;poland;BK-M82S-38;4;2039,994
100437;4;01.01.2021;AW00029582;poland;BK-M82B-44;4;2024,994
100437;5;01.01.2021;AW00029582;poland;FR-M94S-38;4;722,5949
100437;6;01.01.2021;AW00029582;poland;CA-1098;10;5,1865
100437;7;01.01.2021;AW00029582;poland;FR-M94B-48;2;809,76
100437;8;01.01.2021;AW00029582;poland;FR-M94B-38;2;714,7043
100437;9;01.01.2021;AW00029582;poland;BK-M82B-48;6;2024,994
100437;10;01.01.2021;AW00029582;poland;FR-M94B-42;2;714,7043
100437;11;01.01.2021;AW00029582;poland;LJ-0192-L;4;28,8404
100437;12;01.01.2021;AW00029582;poland;HL-U509-R;2;20,1865
100437;13;01.01.2021;AW00029582;poland;BK-M82S-44;6;2039,994
100437;14;01.01.2021;AW00029582;poland;HL-U509;4;20,1865
100438;1;01.01.2021;AW00029675;poland;BK-R50R-62;2;419,4589
100438;2;01.01.2021;AW00029675;poland;BK-R50B-58;4;419,4589
100438;3;01.01.2021;AW00029675;poland;BK-R50B-52;2;419,4589
100438;4;01.01.2021;AW00029675;poland;BK-R68R-58;4;874,794
100438;5;01.01.2021;AW00029675;poland;BK-R50R-44;2;419,4589
100438;6;01.01.2021;AW00029675;poland;BK-R50R-48;4;419,4589
100438;7;01.01.2021;AW00029675;poland;BK-R68R-52;4;874,794
100439;1;01.01.2021;AW00030076;poland;BK-R50R-58;2;419,4589
100439;2;01.01.2021;AW00030076;poland;BK-R50R-52;6;419,4589
100439;3;01.01.2021;AW00030076;poland;BK-R93R-52;2;2146,962
100439;4;01.01.2021;AW00030076;poland;BK-R68R-60;4;874,794
100439;5;01.01.2021;AW00030076;poland;BK-R68R-48;4;874,794
100439;6;01.01.2021;AW00030076;poland;BK-R50R-44;4;419,4589
100439;7;01.01.2021;AW00030076;poland;BK-R50B-62;2;419,4589
100439;8;01.01.2021;AW00030076;poland;BK-R50B-58;2;419,4589
100439;9;01.01.2021;AW00030076;poland;CA-1098;2;5,1865
100439;10;01.01.2021;AW00030076;poland;BK-R50B-48;10;419,4589
100439;11;01.01.2021;AW00030076;poland;BK-R68R-52;4;874,794
100439;12;01.01.2021;AW00030076;poland;BK-R50B-44;2;419,4589
100439;13;01.01.2021;AW00030076;poland;BK-R68R-44;2;874,794
100439;14;01.01.2021;AW00030076;poland;BK-R50R-48;2;419,4589
100439;15;01.01.2021;AW00030076;poland;BK-R50R-62;4;419,4589
100439;16;01.01.2021;AW00030076;poland;BK-R50R-60;2;419,4589
100440;1;01.01.2021;AW00030100;poland;CA-1098;6;5,1865
100440;2;01.01.2021;AW00030100;poland;BK-R50R-44;2;419,4589
100440;3;01.01.2021;AW00030100;poland;LJ-0192-L;4;28,8404
100440;4;01.01.2021;AW00030100;poland;BK-R50B-44;10;419,4589
100440;5;01.01.2021;AW00030100;poland;FR-R38R-60;2;183,9382
100440;6;01.01.2021;AW00030100;poland;BK-R50R-48;6;419,4589
100440;7;01.01.2021;AW00030100;poland;BK-R50R-62;2;419,4589
100440;8;01.01.2021;AW00030100;poland;BK-R50R-52;2;419,4589
100440;9;01.01.2021;AW00030100;poland;BK-R68R-52;2;874,794
100440;10;01.01.2021;AW00030100;poland;BK-R68R-58;4;874,794
100440;11;01.01.2021;AW00030100;poland;BK-R93R-62;4;2146,962
100440;12;01.01.2021;AW00030100;poland;BK-R50R-58;2;419,4589
100440;13;01.01.2021;AW00030100;poland;BK-R68R-48;4;874,794
100440;14;01.01.2021;AW00030100;poland;BK-R50B-62;4;419,4589
100440;15;01.01.2021;AW00030100;poland;BK-R93R-48;2;2146,962
100440;16;01.01.2021;AW00030100;poland;BK-R50B-52;2;419,4589
100440;17;01.01.2021;AW00030100;poland;BK-R68R-44;4;874,794
100440;18;01.01.2021;AW00030100;poland;BK-R50R-60;4;419,4589
100440;19;01.01.2021;AW00030100;poland;BK-R50B-60;2;419,4589
100440;20;01.01.2021;AW00030100;poland;HL-U509-B;6;20,1865
100441;1;01.01.2021;AW00029624;poland;LJ-0192-L;14;28,8404
100441;2;01.01.2021;AW00029624;poland;BK-M82B-44;10;2024,994
100441;3;01.01.2021;AW00029624;poland;HL-U509-R;10;20,1865
100441;4;01.01.2021;AW00029624;poland;HL-U509;4;20,1865
100441;5;01.01.2021;AW00029624;poland;LJ-0192-M;2;28,8404
100441;6;01.01.2021;AW00029624;poland;FR-M94B-38;6;714,7043
100441;7;01.01.2021;AW00029624;poland;BK-M82S-44;8;2039,994
100441;8;01.01.2021;AW00029624;poland;HL-U509-B;4;20,1865
100441;9;01.01.2021;AW00029624;poland;FR-M94S-52;4;818,7
100441;10;01.01.2021;AW00029624;poland;BK-M82B-42;4;2024,994
100441;11;01.01.2021;AW00029624;poland;FR-M94B-42;4;714,7043
100441;12;01.01.2021;AW00029624;poland;BK-M82B-38;20;2024,994
100441;13;01.01.2021;AW00029624;poland;BK-M82S-42;18;2039,994
100441;14;01.01.2021;AW00029624;poland;BK-M82S-38;4;2039,994
100441;15;01.01.2021;AW00029624;poland;LJ-0192-X;2;28,8404
100441;16;01.01.2021;AW00029624;poland;FR-M94S-38;2;722,5949
100441;17;01.01.2021;AW00029624;poland;SO-B909-M;12;5,7
100441;18;01.01.2021;AW00029624;poland;CA-1098;6;5,1865
100441;19;01.01.2021;AW00029624;poland;BK-M82B-48;14;2024,994
100441;20;01.01.2021;AW00029624;poland;BK-M82S-48;4;2039,994
100442;1;01.01.2021;AW00029703;poland;FR-R38R-62;2;183,9382
100442;2;01.01.2021;AW00029703;poland;LJ-0192-M;8;28,8404
100442;3;01.01.2021;AW00029703;poland;BK-R50R-60;4;419,4589
100442;4;01.01.2021;AW00029703;poland;BK-R50R-62;16;419,4589
100442;5;01.01.2021;AW00029703;poland;HL-U509-R;2;20,1865
100442;6;01.01.2021;AW00029703;poland;BK-R68R-58;4;874,794
100442;7;01.01.2021;AW00029703;poland;HL-U509-B;10;20,1865
100442;8;01.01.2021;AW00029703;poland;BK-R50B-60;6;419,4589
100442;9;01.01.2021;AW00029703;poland;FR-R38R-48;2;183,9382
100442;10;01.01.2021;AW00029703;poland;LJ-0192-L;2;28,8404
100442;11;01.01.2021;AW00029703;poland;FR-R38R-44;8;183,9382
100442;12;01.01.2021;AW00029703;poland;BK-R93R-56;4;2146,962
100442;13;01.01.2021;AW00029703;poland;BK-R50R-44;4;419,4589
100442;14;01.01.2021;AW00029703;poland;BK-R50R-48;6;419,4589
100442;15;01.01.2021;AW00029703;poland;BK-R50B-44;10;419,4589
100442;16;01.01.2021;AW00029703;poland;BK-R68R-44;4;874,794
100442;17;01.01.2021;AW00029703;poland;BK-R50B-58;6;419,4589
100442;18;01.01.2021;AW00029703;poland;FR-R72R-48;2;356,898
100442;19;01.01.2021;AW00029703;poland;LJ-0192-X;6;28,8404
100442;20;01.01.2021;AW00029703;poland;FR-R38B-52;4;178,5808
100442;21;01.01.2021;AW00029703;poland;HL-U509;2;20,1865
100442;22;01.01.2021;AW00029703;poland;BK-R50B-52;8;419,4589
100442;23;01.01.2021;AW00029703;poland;BK-R68R-60;2;874,794
100442;24;01.01.2021;AW00029703;poland;BK-R50R-52;4;419,4589
100442;25;01.01.2021;AW00029703;poland;CA-1098;4;5,1865
100442;26;01.01.2021;AW00029703;poland;FR-R38R-60;6;183,9382
100442;27;01.01.2021;AW00029703;poland;BK-R68R-52;4;874,794
100443;1;01.01.2021;AW00030091;poland;BK-R68R-44;4;874,794
100443;2;01.01.2021;AW00030091;poland;BK-R93R-56;4;2146,962
100443;3;01.01.2021;AW00030091;poland;BK-R50R-60;4;419,4589
100443;4;01.01.2021;AW00030091;poland;BK-R50B-60;6;419,4589
100443;5;01.01.2021;AW00030091;poland;BK-R50R-48;4;419,4589
100443;6;01.01.2021;AW00030091;poland;BK-R93R-52;4;2146,962
100443;7;01.01.2021;AW00030091;poland;BK-R50B-58;2;419,4589
100443;8;01.01.2021;AW00030091;poland;BK-R50B-62;2;419,4589
100443;9;01.01.2021;AW00030091;poland;BK-R50B-52;4;419,4589
100443;10;01.01.2021;AW00030091;poland;BK-R50R-44;2;419,4589
100443;11;01.01.2021;AW00030091;poland;BK-R50R-52;2;419,4589
100443;12;01.01.2021;AW00030091;poland;BK-R50B-48;2;419,4589
100443;13;01.01.2021;AW00030091;poland;BK-R93R-48;4;2146,962
100443;14;01.01.2021;AW00030091;poland;BK-R50R-58;4;419,4589
100443;15;01.01.2021;AW00030091;poland;BK-R68R-58;2;874,794
100444;1;01.01.2021;AW00029925;poland;BK-M82S-42;4;2039,994
100444;2;01.01.2021;AW00029925;poland;LJ-0192-L;8;28,8404
